"","authors","citation","citationHtml","contacts","createdAt","description","fileCount","global_id","identifier_of_dataverse","keywords","majorVersion","minorVersion","name","name_of_dataverse","published_at","publisher","storageIdentifier","subjects","type","updatedAt","url","versionId","versionState"
"105","Lee, Nathan","Lee, Nathan, 2021, ""Replication Data for ""Do Policymakers Listen to Experts"""", https://doi.org/10.7910/DVN/KYAGNN, Harvard Dataverse, V1, UNF:6:FMJ1LBzALbXnEwNpzmpO2Q== [fileUNF]","Lee, Nathan, 2021, ""Replication Data for &quot;Do Policymakers Listen to Experts&quot;"", <a href=""https://doi.org/10.7910/DVN/KYAGNN"" target=""_blank"">https://doi.org/10.7910/DVN/KYAGNN</a>, Harvard Dataverse, V1, UNF:6:FMJ1LBzALbXnEwNpzmpO2Q== [fileUNF]","list(name = ""Lee, Nathan"", affiliation = ""Rochester Institute of Technology"")","2021-06-27T18:43:40Z","Codebook and replication data for Lee (2021)","3","doi:10.7910/DVN/KYAGNN","harvard","NULL","1","0","Replication Data for ""Do Policymakers Listen to Experts""","Harvard Dataverse","2021-06-27T18:53:56Z","Harvard Dataverse","s3://10.7910/DVN/KYAGNN","Social Sciences","dataset","2021-06-27T18:56:48Z","https://doi.org/10.7910/DVN/KYAGNN","251292","RELEASED"
"106","Jack Paine","Jack Paine, 2018, ""Replication data for ""What Were the Consequences of Decolonization?"" in ISQ"", https://doi.org/10.7910/DVN/ABSCFP, Harvard Dataverse, V1, UNF:6:hDdNHiyiA9EFp186VL/2ig== [fileUNF]","Jack Paine, 2018, ""Replication data for &quot;What Were the Consequences of Decolonization?&quot; in ISQ"", <a href=""https://doi.org/10.7910/DVN/ABSCFP"" target=""_blank"">https://doi.org/10.7910/DVN/ABSCFP</a>, Harvard Dataverse, V1, UNF:6:hDdNHiyiA9EFp186VL/2ig== [fileUNF]","list(name = ""Jack Paine"", affiliation = ""University of Rochester"")","2018-07-30T20:18:14Z","These files contain the necessary information to replicate every table and figure in ""What Were the Consequences of Decolonization"" (joint with Alexander Lee) published in International Studies Quarterly.","4","doi:10.7910/DVN/ABSCFP","jackpaine","NULL","1","0","Replication data for ""What Were the Consequences of Decolonization?"" in ISQ","Jack Paine Dataverse","2018-07-31T03:35:24Z","Jack Paine Dataverse","s3://10.7910/DVN/ABSCFP","Social Sciences","dataset","2018-07-31T03:35:24Z","https://doi.org/10.7910/DVN/ABSCFP","139993","RELEASED"
"107","Venator, Joanna","Venator, Joanna, 2022, ""Replication Data for 'Undue Burden Beyond Texas: An Analysis of Abortion Clinic Closures, Births, And Abortions in Wisconsin’"", https://doi.org/10.7910/DVN/UUZJMJ, Harvard Dataverse, V1, UNF:6:BXVnFAk7DEpG/Ftjvtnfcw== [fileUNF]","Venator, Joanna, 2022, ""Replication Data for 'Undue Burden Beyond Texas: An Analysis of Abortion Clinic Closures, Births, And Abortions in Wisconsin&rsquo;"", <a href=""https://doi.org/10.7910/DVN/UUZJMJ"" target=""_blank"">https://doi.org/10.7910/DVN/UUZJMJ</a>, Harvard Dataverse, V1, UNF:6:BXVnFAk7DEpG/Ftjvtnfcw== [fileUNF]","list(name = ""Venator, Joanna"", affiliation = ""University of Rochester"")","2022-02-16T16:47:13Z","This file contains the code and data to replicate the analyses in ‘Undue Burden Beyond Texas: An Analysis of Abortion Clinic Closures, Births, And Abortions in Wisconsin’ (Venator and Fletcher, 2021) that are based on public use data. Analyses from the paper based on birth rates are excluded from this archive; to complete these analyses, researchers must request access for the restricted-access NVSS birth records files.","41","doi:10.7910/DVN/UUZJMJ","harvard","NULL","1","0","Replication Data for 'Undue Burden Beyond Texas: An Analysis of Abortion Clinic Closures, Births, And Abortions in Wisconsin’","Harvard Dataverse","2022-02-16T16:49:27Z","Harvard Dataverse","s3://10.7910/DVN/UUZJMJ","Social Sciences","dataset","2022-04-01T22:49:04Z","https://doi.org/10.7910/DVN/UUZJMJ","314039","RELEASED"
"108","Albarello, Alessio","Albarello, Alessio, 2023, ""Replication Data for Coalition Policy in Multiparty Governments: Whose Preferences Prevail"", https://doi.org/10.7910/DVN/RIXKRH, Harvard Dataverse, V1, UNF:6:k4/6YjL8yqp5g/feYktdNA== [fileUNF]","Albarello, Alessio, 2023, ""Replication Data for Coalition Policy in Multiparty Governments: Whose Preferences Prevail"", <a href=""https://doi.org/10.7910/DVN/RIXKRH"" target=""_blank"">https://doi.org/10.7910/DVN/RIXKRH</a>, Harvard Dataverse, V1, UNF:6:k4/6YjL8yqp5g/feYktdNA== [fileUNF]","list(name = ""Albarello, Alessio"", affiliation = ""University of Rochester"")","2023-02-22T19:17:37Z","In coalition governments, parties need to agree on a common policy position. Whose preferences prevail? The proportionality hypothesis, the idea that coalition partners’ influence on policy is proportional to their share of seats, has been used widely in the literature on democratic representation, ideological congruence, and coalition politics. In my analysis of competing theories aimed at determining what influences policy compromise in multiparty governments, I reject the proportionality hypothesis. My results suggest instead that coalition partners exert equal influence on policy compromises, independent of their number of seats. More extensive analysis also provides evidence for increased party influence on policies when the party is the formateur or closer to the parliamentary median, ceteris paribus. As a by-product of my analysis, I provide a simple and better proxy for measuring a government’s position when this position is not directly observable.","8","doi:10.7910/DVN/RIXKRH","PSRM","coalition policy, multiparty governments, non-cooperative bargaining, democratic representation, electoral responsiveness, Formateur, median party, seats proportionality, Gamson’s law, median voter theorem","1","0","Replication Data for Coalition Policy in Multiparty Governments: Whose Preferences Prevail","Political Science Research and Methods (PSRM) Dataverse","2023-03-08T18:57:14Z","Political Science Research and Methods (PSRM) Dataverse","s3://10.7910/DVN/RIXKRH","Social Sciences","dataset","2023-03-08T18:57:14Z","https://doi.org/10.7910/DVN/RIXKRH","341102","RELEASED"
"109","Harleman, Max","Harleman, Max, 2022, ""Replication Data For JAERE 2021035R2"", https://doi.org/10.7910/DVN/3OBVQL, Harvard Dataverse, V1, UNF:6:/AYG+3pu8Yq/N1SRcjGYwg== [fileUNF]","Harleman, Max, 2022, ""Replication Data For JAERE 2021035R2"", <a href=""https://doi.org/10.7910/DVN/3OBVQL"" target=""_blank"">https://doi.org/10.7910/DVN/3OBVQL</a>, Harvard Dataverse, V1, UNF:6:/AYG+3pu8Yq/N1SRcjGYwg== [fileUNF]","list(name = ""Harleman, Max"", affiliation = ""University of Rochester Medical Center"")","2022-01-26T21:11:44Z","Complete Unrestricted Data for JAERE 2021035R2: ""Environmental Hazards and Local Investment: A Half-Century of Evidence from Abandoned Oil and Gas Wells""","30","doi:10.7910/DVN/3OBVQL","JAERE","NULL","1","0","Replication Data For JAERE 2021035R2","Journal of the Association of Environmental and Resource Economists Dataverse","2022-01-29T17:16:15Z","Journal of the Association of Environmental and Resource Economists Dataverse","s3://10.7910/DVN/3OBVQL","Social Sciences","dataset","2022-01-29T17:16:15Z","https://doi.org/10.7910/DVN/3OBVQL","303396","RELEASED"
"110","c(""Clarke, Kevin"", ""Kenkel, Brenton "", ""Rueda, Miguel"")","Clarke, Kevin; Kenkel, Brenton; Rueda, Miguel, 2016, ""Replication Data for Omitted Variables, Countervailing Effects, and The Possibility of Overadjustment"", https://doi.org/10.7910/DVN/BSKHUF, Harvard Dataverse, V1, UNF:6:AOWDNmUkJtl+E3LaQ3TKqw== [fileUNF]","Clarke, Kevin; Kenkel, Brenton; Rueda, Miguel, 2016, ""Replication Data for Omitted Variables, Countervailing Effects, and The Possibility of Overadjustment"", <a href=""https://doi.org/10.7910/DVN/BSKHUF"" target=""_blank"">https://doi.org/10.7910/DVN/BSKHUF</a>, Harvard Dataverse, V1, UNF:6:AOWDNmUkJtl+E3LaQ3TKqw== [fileUNF]","list(name = ""Clarke, Kevin"", affiliation = ""University of Rochester"")","2016-07-20T21:34:51Z","The effect of conditioning on an additional covariate on confounding bias depends, in part, on covariates that are unobserved. We characterize the conditions under which the interaction between a covariate that is available for conditioning and one that is not can affect bias. When the confounding effects of two covariates, one of which is observed, are countervailing (in opposite directions), conditioning on the observed covariate can increase bias. We demonstrate this possibility analytically, and then show that these conditions are not rare in actual data. We also consider whether balance tests or sensitivity analysis can be used to justify the inclusion of an additional covariate. Our results indicate that neither provide protection against overadjustment.","6","doi:10.7910/DVN/BSKHUF","PSRM","NULL","1","0","Replication Data for Omitted Variables, Countervailing Effects, and The Possibility of Overadjustment","Political Science Research and Methods (PSRM) Dataverse","2016-08-16T13:59:34Z","Political Science Research and Methods (PSRM) Dataverse","s3://10.7910/DVN/BSKHUF","Social Sciences","dataset","2016-08-16T13:59:34Z","https://doi.org/10.7910/DVN/BSKHUF","86016","RELEASED"
"111","Kalmenovitz, Joseph","Kalmenovitz, Joseph, 2023, ""Replication Data for Regulatory Intensity and Firm-Specific Exposure"", https://doi.org/10.7910/DVN/BXTGHD, Harvard Dataverse, V1, UNF:6:ll9yyuoNX9CMj2KbRSvSYQ== [fileUNF]","Kalmenovitz, Joseph, 2023, ""Replication Data for Regulatory Intensity and Firm-Specific Exposure"", <a href=""https://doi.org/10.7910/DVN/BXTGHD"" target=""_blank"">https://doi.org/10.7910/DVN/BXTGHD</a>, Harvard Dataverse, V1, UNF:6:ll9yyuoNX9CMj2KbRSvSYQ== [fileUNF]","list(name = ""Kalmenovitz, Joseph"", affiliation = ""University Of Rochester"")","2023-06-29T17:00:57Z","The compressed folder contains the code and the data file used to generate the tables in the paper.","2","doi:10.7910/DVN/BXTGHD","harvard","NULL","1","0","Replication Data for Regulatory Intensity and Firm-Specific Exposure","Harvard Dataverse","2023-06-29T17:03:53Z","Harvard Dataverse","s3://10.7910/DVN/BXTGHD","c(""Business and Management"", ""Social Sciences"")","dataset","2023-06-29T17:03:53Z","https://doi.org/10.7910/DVN/BXTGHD","347071","RELEASED"
"112","Lee, Alexander","Lee, Alexander, 2022, ""Replication Data for The Library of Babel: How (and How Not) to Use Archival Sources in Political Science"", https://doi.org/10.7910/DVN/FNFTPW, Harvard Dataverse, V1","Lee, Alexander, 2022, ""Replication Data for The Library of Babel: How (and How Not) to Use Archival Sources in Political Science"", <a href=""https://doi.org/10.7910/DVN/FNFTPW"" target=""_blank"">https://doi.org/10.7910/DVN/FNFTPW</a>, Harvard Dataverse, V1","list(name = ""Lee, Alexander"", affiliation = ""University of Rochester"")","2022-07-06T01:58:43Z","The use of archival sources is understood to be an important tool research tool, but the problems involved have rarely been distinguished from the broader difficulties of interpreting qualitative sources. Attempts to use archival material for hypothesis testing, as opposed to description or theory development, are confounded by the large size and often opaque structure of archives; factors which lead to misinterpretations of evidence and a tendency to confirm the author's expectations. This paper discusses common features of archival materials, shows how they can compound traditional research design problems. It then proposes a set of best practices for avoiding these problems, most notably the use of strong and explicit sampling procedures. These practices are illustrated using a brief discussion of material from the National Archives of India on the 1975 Emergency.","3","doi:10.7910/DVN/FNFTPW","jhpe","NULL","1","0","Replication Data for The Library of Babel: How (and How Not) to Use Archival Sources in Political Science","Journal of Historical Political Economy Dataverse","2022-07-06T16:10:45Z","Journal of Historical Political Economy Dataverse","s3://10.7910/DVN/FNFTPW","Social Sciences","dataset","2022-07-06T16:10:45Z","https://doi.org/10.7910/DVN/FNFTPW","329469","RELEASED"
"113","c(""Komisarchik, Mayya"", ""Sen, Maya"", ""Velez, Yamil"")","Komisarchik, Mayya; Sen, Maya; Velez, Yamil, 2021, ""Replication Data for The Political Consequences of Ethnically Targeted Incarceration: Evidence from Japanese-American Internment During WWII"", https://doi.org/10.7910/DVN/TGJQUL, Harvard Dataverse, V1, UNF:6:BGPdLebVsJMYVnbdk7BcKw== [fileUNF]","Komisarchik, Mayya; Sen, Maya; Velez, Yamil, 2021, ""Replication Data for The Political Consequences of Ethnically Targeted Incarceration: Evidence from Japanese-American Internment During WWII"", <a href=""https://doi.org/10.7910/DVN/TGJQUL"" target=""_blank"">https://doi.org/10.7910/DVN/TGJQUL</a>, Harvard Dataverse, V1, UNF:6:BGPdLebVsJMYVnbdk7BcKw== [fileUNF]","list(name = ""Komisarchik, Mayya"", affiliation = ""University of Rochester"")","2021-06-07T14:26:43Z","Komisarchik, Mayya, Maya Sen, and Yamil Velez. ""Replication Data for The Political Consequences of Ethnically Targeted Incarceration: Evidence from Japanese-American Internment During WWII,"" 2021","16","doi:10.7910/DVN/TGJQUL","jop","NULL","1","0","Replication Data for The Political Consequences of Ethnically Targeted Incarceration: Evidence from Japanese-American Internment During WWII","The Journal of Politics Dataverse","2021-07-31T03:42:08Z","The Journal of Politics Dataverse","s3://10.7910/DVN/TGJQUL","Social Sciences","dataset","2021-08-12T18:54:30Z","https://doi.org/10.7910/DVN/TGJQUL","247734","RELEASED"
"114","Blackwell, Matthew","Blackwell, Matthew, 2013, ""Replication data for: A Framework for Dynamic Causal Inference in Political Science"", https://doi.org/10.7910/DVN/DSDD7W, Harvard Dataverse, V2","Blackwell, Matthew, 2013, ""Replication data for: A Framework for Dynamic Causal Inference in Political Science"", <a href=""https://doi.org/10.7910/DVN/DSDD7W"" target=""_blank"">https://doi.org/10.7910/DVN/DSDD7W</a>, Harvard Dataverse, V2","list(name = ""Matthew Blackwell"", affiliation = ""University of Rochester"")","2013-01-14T16:09:29Z","Dynamic strategies are an essential part of politics. In the context of campaigns, for example, candidates continuously recalibrate their campaign strategy in response to polls and opponent actions. Traditional causal inference methods, however, assume that these dynamic decisions are made all at once, an assumption that forces a choice between omitted variable bias and post-treatment bias. Thus, these kinds of ""single-shot"" causal inference methods are inappropriate for dynamic processes like campaigns. I resolve this dilemma by adapting methods from biostatistics, thereby presenting a holistic framework for dynamic causal inference. I then use this method to estimate the effectiveness of an inherently dynamic process: a candidate's decision to ""go negative."" Drawing on U.S. statewide elections (2000-2006), I find, in contrast to the previous literature and alternative methods, that negative advertising is an effective strategy for non-incumbents. I also describe a set of diagnostic tools and an approach to sensitivity analysis.","5","doi:10.7910/DVN/DSDD7W","mattblackwell","NULL","2","0","Replication data for: A Framework for Dynamic Causal Inference in Political Science","Matthew Blackwell Dataverse","2016-05-13T19:06:14Z","Matthew Blackwell Dataverse","s3://1902.1/19801","list()","dataset","2016-05-13T19:06:14Z","https://doi.org/10.7910/DVN/DSDD7W","84152","RELEASED"
